gene_id	gene_name	gene_type	gene_description	gene_version	seqnames	start	end	width	strand
ENSMUSG00000034583	Olfr1347	protein_coding	olfactory receptor 1347	9	chr7	6486944	6499755	12812	-
ENSMUSG00000093877	Olfr1348	protein_coding	olfactory receptor 1348	4	chr7	6499793	6508748	8956	-
ENSMUSG00000048067	Olfr1349	protein_coding	olfactory receptor 1349	8	chr7	6513269	6522950	9682	-
ENSMUSG00000056696	Olfr1350	protein_coding	olfactory receptor 1350	5	chr7	6564841	6571401	6561	+
ENSMUSG00000108113	Zim2	lncRNA	zinc finger, imprinted 2	2	chr7	6651748	6662368	10621	-
ENSMUSG00000002266	Zim1	protein_coding	zinc finger, imprinted 1	17	chr7	6671269	6696450	25182	-
ENSMUSG00000002265	Peg3	protein_coding	paternally expressed 3	17	chr7	6703892	6730431	26540	-
ENSMUSG00000051527	Usp29	protein_coding	ubiquitin specific peptidase 29	11	chr7	6730578	6967219	236642	+
ENSMUSG00000108043	Zim3	lncRNA	zinc finger, imprinted 3	2	chr7	6955685	6977420	21736	-
ENSMUSG00000070837	Aurkc	protein_coding	aurora kinase C	5	chr7	6995300	7003091	7792	+
ENSMUSG00000062116	Zfp954	protein_coding	zinc finger protein 954	10	chr7	7114690	7121488	6799	-
ENSMUSG00000063535	Zfp773	protein_coding	zinc finger protein 773	7	chr7	7127073	7136755	9683	-
ENSMUSG00000034538	Zfp418	protein_coding	zinc finger protein 418	8	chr7	7171330	7183562	12233	+
ENSMUSG00000066838	Zfp772	protein_coding	zinc finger protein 772	7	chr7	7202117	7209998	7882	-
ENSMUSG00000095730	Vmn2r29	protein_coding	vomeronasal 2, receptor 29	3	chr7	7231327	7247328	16002	-
ENSMUSG00000000605	Clcn4	protein_coding	chloride channel, voltage-sensitive 4	9	chr7	7282309	7300851	18543	-
ENSMUSG00000110243	Gm45631	lncRNA	predicted gene 45631	1	chr7	7295766	7297137	1372	+
ENSMUSG00000070847	Vmn2r30	protein_coding	vomeronasal 2, receptor 30	13	chr7	7310437	7337609	27173	-
ENSMUSG00000096373	Vmn2r31	protein_coding	vomeronasal 2, receptor 31	3	chr7	7378251	7399703	21453	-
ENSMUSG00000096743	Vmn2r32	protein_coding	vomeronasal 2, receptor 32	3	chr7	7462096	7480018	17923	-
ENSMUSG00000096691	Vmn2r33	protein_coding	vomeronasal 2, receptor 33	1	chr7	7550967	7566786	15820	-
ENSMUSG00000070841	Vmn2r34	protein_coding	vomeronasal 2, receptor 34	5	chr7	7670804	7689513	18710	-
ENSMUSG00000096399	Vmn2r35	protein_coding	vomeronasal 2, receptor 35	1	chr7	7786151	7819867	33717	-
ENSMUSG00000091651	Vmn2r36	protein_coding	vomeronasal 2, receptor 36	3	chr7	7875954	7902495	26542	-
ENSMUSG00000090892	Vmn2r41	protein_coding	vomeronasal 2, receptor 41	2	chr7	8136950	8161654	24705	-
ENSMUSG00000070844	Vmn2r42	protein_coding	vomeronasal 2, receptor 42	11	chr7	8182372	8200320	17949	-
ENSMUSG00000053720	Vmn2r43	protein_coding	vomeronasal 2, receptor 43	4	chr7	8244348	8260599	16252	-
ENSMUSG00000094098	Vmn2r44	protein_coding	vomeronasal 2, receptor 44	3	chr7	8366164	8383333	17170	-
ENSMUSG00000090662	Vmn2r45	protein_coding	vomeronasal 2, receptor 45	3	chr7	8469563	8489075	19513	-
ENSMUSG00000090864	Vmn2r40	protein_coding	vomeronasal 2, receptor 40	11	chr7	8906772	8931435	24664	-
ENSMUSG00000096658	Vmn2r39	protein_coding	vomeronasal 2, receptor 39	3	chr7	9013806	9030798	16993	-
ENSMUSG00000095773	Vmn2r38	protein_coding	vomeronasal 2, receptor 38	3	chr7	9073775	9097881	24107	-
ENSMUSG00000066828	Vmn2r37	protein_coding	vomeronasal 2, receptor 37	5	chr7	9205546	9223653	18108	-
ENSMUSG00000096294	Gm10302	protein_coding	predicted gene 10302	1	chr7	9546769	9572288	25520	-
ENSMUSG00000090342	Vmn2r46	protein_coding	vomeronasal 2, receptor 46	2	chr7	9747811	9770571	22761	-
ENSMUSG00000094107	Vmn2r47	protein_coding	vomeronasal 2, receptor 47	1	chr7	9816782	9841325	24544	-
ENSMUSG00000095914	Vmn2r48	protein_coding	vomeronasal 2, receptor 48	1	chr7	9927624	9953585	25962	-
ENSMUSG00000096180	Vmn2r49	protein_coding	vomeronasal 2, receptor 49	2	chr7	9976245	9992257	16013	-
ENSMUSG00000094606	Vmn2r50	protein_coding	vomeronasal 2, receptor 50	8	chr7	10035836	10053296	17461	-
ENSMUSG00000058685	Vmn2r51	protein_coding	vomeronasal 2, receptor 51	7	chr7	10087198	10105741	18544	-
ENSMUSG00000091930	Vmn2r52	protein_coding	vomeronasal 2, receptor 52	2	chr7	10153206	10176573	23368	-
ENSMUSG00000043066	Vmn1r66	protein_coding	vomeronasal 1 receptor 66	5	chr7	10272991	10278006	5016	-
ENSMUSG00000046716	Vmn1r67	protein_coding	vomeronasal 1 receptor 67	7	chr7	10443331	10449202	5872	+
ENSMUSG00000030393	Zik1	protein_coding	zinc finger protein interacting with K protein 1	8	chr7	10487229	10495394	8166	-
ENSMUSG00000047031	Vmn1r68	protein_coding	vomeronasal 1 receptor 68	5	chr7	10507398	10558485	51088	-
ENSMUSG00000091662	Vmn1r69	protein_coding	vomeronasal 1 receptor 69	9	chr7	10578930	10613659	34730	-
ENSMUSG00000045340	Vmn1r70	protein_coding	vomeronasal 1 receptor 70	4	chr7	10631532	10636530	4999	+
ENSMUSG00000034087	Nlrp4b	protein_coding	NLR family, pyrin domain containing 4B	14	chr7	10687789	10730168	42380	+
ENSMUSG00000110034	Gm45379	lncRNA	predicted gene 45379	1	chr7	10716314	10716862	549	+
ENSMUSG00000059206	Vmn1r71	protein_coding	vomeronasal 1 receptor 71	4	chr7	10744543	10754364	9822	-
ENSMUSG00000095339	Zscan4b	protein_coding	zinc finger and SCAN domain containing 4B	2	chr7	10900740	10905050	4311	-
ENSMUSG00000054272	Zscan4c	protein_coding	zinc finger and SCAN domain containing 4C	6	chr7	11005745	11010547	4803	+
ENSMUSG00000110103	Zscan4-ps1	protein_coding	zinc finger and SCAN domain containing 4, pseudogene 1	1	chr7	11065139	11069691	4553	-
ENSMUSG00000090714	Zscan4d	protein_coding	zinc finger and SCAN domain containing 4D	10	chr7	11161374	11166159	4786	-
ENSMUSG00000095936	Zscan4e	protein_coding	zinc finger and SCAN domain containing 4E	3	chr7	11306378	11310682	4305	-
ENSMUSG00000070828	Zscan4f	protein_coding	zinc finger and SCAN domain containing 4F	10	chr7	11397915	11402318	4404	+
ENSMUSG00000110190	Zscan4-ps2	protein_coding	zinc finger and SCAN domain containing 4, pseudogene 2	1	chr7	11514310	11519111	4802	+
ENSMUSG00000109969	Zscan4-ps3	protein_coding	zinc finger and SCAN domain containing 4, pseudogene 3	1	chr7	11609308	11614112	4805	+
ENSMUSG00000095430	Vmn1r72	protein_coding	vomeronasal 1 receptor 72	3	chr7	11664479	11680147	15669	-
ENSMUSG00000051687	Vmn1r73	protein_coding	vomeronasal 1 receptor 73	2	chr7	11730266	11762081	31816	+
ENSMUSG00000047655	Vmn1r74	protein_coding	vomeronasal 1 receptor 74	2	chr7	11833980	11853276	19297	+
ENSMUSG00000043308	Vmn1r75	protein_coding	vomeronasal 1 receptor 75	2	chr7	11874630	11884307	9678	+
ENSMUSG00000115267	Vmn1r76	protein_coding	vomeronasal 1 receptor 76	1	chr7	11923523	11938213	14691	-
ENSMUSG00000095864	Vmn1r77	protein_coding	vomeronasal 1 receptor 77	2	chr7	12036752	12049295	12544	+
ENSMUSG00000061602	Vmn1r78	protein_coding	vomeronasal 1 receptor 78	3	chr7	12150257	12159959	9703	+
ENSMUSG00000096735	Vmn1r79	protein_coding	vomeronasal 1 receptor 79	3	chr7	12171279	12181533	10255	+
ENSMUSG00000115744	Vmn1r80	protein_coding	vomeronasal 1 receptor 80	1	chr7	12189286	12203313	14028	+
ENSMUSG00000110042	Gm4224	lncRNA	predicted gene 4224	1	chr7	12221316	12225807	4492	+
ENSMUSG00000115027	Vmn1r81	protein_coding	vomeronasal 1 receptor 81	1	chr7	12247241	12268269	21029	-
ENSMUSG00000058132	Vmn1r82	protein_coding	vomeronasal 1 receptor 82	5	chr7	12300430	12308582	8153	+
ENSMUSG00000066804	Vmn1r83	protein_coding	vomeronasal 1 receptor 83	3	chr7	12319707	12329481	9775	-
ENSMUSG00000066803	Vmn1r84	protein_coding	vomeronasal 1 receptor 84	2	chr7	12360313	12369273	8961	-
ENSMUSG00000034071	Zfp551	protein_coding	zinc fingr protein 551	15	chr7	12415153	12422751	7599	-
ENSMUSG00000030386	Zfp606	protein_coding	zinc finger protein 606	18	chr7	12478293	12496235	17943	+
ENSMUSG00000030385	2900092C05Rik	protein_coding	RIKEN cDNA 2900092C05 gene	4	chr7	12512517	12556323	43807	+
ENSMUSG00000096002	Vmn2r53	protein_coding	vomeronasal 2, receptor 53	2	chr7	12562851	12608788	45938	-
ENSMUSG00000096593	Vmn2r54	protein_coding	vomeronasal 2, receptor 54	2	chr7	12613839	12640319	26481	-
ENSMUSG00000091045	Vmn2r55	protein_coding	vomeronasal 2, receptor 55	9	chr7	12651706	12685003	33298	-
ENSMUSG00000090762	Vmn2r56	protein_coding	vomeronasal 2, receptor 56	2	chr7	12688721	12735004	46284	-
ENSMUSG00000070822	Zscan18	protein_coding	zinc finger and SCAN domain containing 18	5	chr7	12768090	12803635	35546	-
ENSMUSG00000057894	Zfp329	protein_coding	zinc finger protein 329	10	chr7	12804977	12818858	13882	-
ENSMUSG00000110119	Gm45593	lncRNA	predicted gene 45593	1	chr7	12825918	12828121	2204	+
ENSMUSG00000058638	Zfp110	protein_coding	zinc finger protein 110	14	chr7	12834761	12850577	15817	+
ENSMUSG00000110320	Gm31152	lncRNA	predicted gene, 31152	1	chr7	12860884	12868583	7700	-
ENSMUSG00000060397	Zfp128	protein_coding	zinc finger protein 128	6	chr7	12881177	12893422	12246	+
ENSMUSG00000054715	Zscan22	protein_coding	zinc finger and SCAN domain containing 22	11	chr7	12897815	12909083	11269	+
ENSMUSG00000012848	Rps5	protein_coding	ribosomal protein S5	15	chr7	12922290	12926686	4397	+
ENSMUSG00000033967	Rnf225	protein_coding	ring finger protein 225	4	chr7	12927416	12931072	3657	+
ENSMUSG00000097115	1810019N24Rik	lncRNA	RIKEN cDNA 1810019N24 gene	2	chr7	12948592	12961768	13177	-
ENSMUSG00000102084	Gm29638	lncRNA	predicted gene 29638	1	chr7	12959299	12961887	2589	+
ENSMUSG00000004500	Zfp324	protein_coding	zinc finger protein 324	9	chr7	12965838	12974236	8399	+
ENSMUSG00000033961	Zfp446	protein_coding	zinc finger protein 446	16	chr7	12977848	12985714	7867	+
ENSMUSG00000030382	Slc27a5	protein_coding	solute carrier family 27 (fatty acid transporter), member 5	15	chr7	12988346	12998192	9847	-
ENSMUSG00000005566	Trim28	protein_coding	tripartite motif-containing 28	14	chr7	12999114	13031035	31922	+
ENSMUSG00000049600	Zbtb45	protein_coding	zinc finger and BTB domain containing 45	8	chr7	13003898	13010034	6137	-
ENSMUSG00000033916	Chmp2a	protein_coding	charged multivesicular body protein 2A	5	chr7	13032010	13034807	2798	-
ENSMUSG00000005575	Ube2m	protein_coding	ubiquitin-conjugating enzyme E2M	16	chr7	13035120	13038275	3156	-
ENSMUSG00000030380	Mzf1	protein_coding	myeloid zinc finger 1	17	chr7	13042303	13054764	12462	-
ENSMUSG00000070817	Vmn1r85	protein_coding	vomeronasal 1 receptor 85	3	chr7	13083313	13095173	11861	-
ENSMUSG00000110268	Gm45436	lncRNA	predicted gene 45436	1	chr7	13093172	13098674	5503	+
ENSMUSG00000070816	Vmn1r86	protein_coding	vomeronasal 1 receptor 86	3	chr7	13097531	13119917	22387	-
ENSMUSG00000070815	Vmn1r87	protein_coding	vomeronasal 1 receptor 87	3	chr7	13130904	13140157	9254	-
ENSMUSG00000117853	Vmn1r88	protein_coding	vomeronasal 1 receptor, 88	1	chr7	13159568	13185864	26297	+
ENSMUSG00000110365	Gm38947	lncRNA	predicted gene, 38947	1	chr7	13192117	13197215	5099	-
ENSMUSG00000095629	Vmn1r89	protein_coding	vomeronasal 1 receptor 89	2	chr7	13213020	13220657	7638	+
ENSMUSG00000070814	Zswim9	protein_coding	zinc finger SWIM-type containing 9	15	chr7	13258967	13278721	19755	-
ENSMUSG00000056394	Lig1	protein_coding	ligase I, DNA, ATP-dependent	17	chr7	13277283	13311433	34151	+
ENSMUSG00000033847	Pla2g4c	protein_coding	phospholipase A2, group IVC (cytosolic, calcium-independent)	15	chr7	13324655	13360672	36018	+
ENSMUSG00000005649	Cabp5	protein_coding	calcium binding protein 5	17	chr7	13398132	13408887	10756	+
ENSMUSG00000074378	Bsph1	protein_coding	binder of sperm protein homolog 1	5	chr7	13450841	13473449	22609	+
ENSMUSG00000078800	Bsph2	protein_coding	binder of sperm protein homolog 2	5	chr7	13554864	13571067	16204	-
ENSMUSG00000078799	Sult2a5	protein_coding	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 5	5	chr7	13623967	13670807	46841	+
ENSMUSG00000070811	Sult2a2	protein_coding	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 2	6	chr7	13733505	13779636	46132	+
ENSMUSG00000078798	Sult2a1	protein_coding	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	4	chr7	13796246	13837409	41164	-
ENSMUSG00000074377	Sult2a4	protein_coding	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 4	12	chr7	13909676	13989607	79932	-
ENSMUSG00000074375	Sult2a3	protein_coding	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 3	3	chr7	14067446	14123044	55599	-
ENSMUSG00000070810	Sult2a6	protein_coding	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 6	10	chr7	14222403	14254870	32468	-
ENSMUSG00000099216	Obox8	protein_coding	oocyte specific homeobox 8	1	chr7	14331436	14333557	2122	-
ENSMUSG00000030378	Sult2a8	protein_coding	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 8	15	chr7	14410686	14446769	36084	-
ENSMUSG00000094156	Sult2a7	protein_coding	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 7	2	chr7	14465051	14494230	29180	-
ENSMUSG00000100586	Vmn1r90	protein_coding	vomeronasal 1 receptor 90	2	chr7	14555474	14563506	8033	-
ENSMUSG00000055942	Obox7	protein_coding	oocyte specific homeobox 7	13	chr7	14659496	14665996	6501	+
ENSMUSG00000074369	Obox2	protein_coding	oocyte specific homeobox 2	12	chr7	15388721	15398545	9825	+
ENSMUSG00000054310	Obox1	protein_coding	oocyte specific homeobox 1	16	chr7	15388948	15556866	167919	+
ENSMUSG00000066772	Obox3	protein_coding	oocyte specific homeobox 3	12	chr7	15479825	15639902	160078	-
ENSMUSG00000074366	Obox5	protein_coding	oocyte specific homeobox 5	9	chr7	15750131	15759800	9670	+
ENSMUSG00000092576	Obox4-ps35	lncRNA	oocyte specific homeobox 4, pseudogene 35	3	chr7	15820167	15825815	5649	-
ENSMUSG00000041583	Obox6	protein_coding	oocyte specific homeobox 6	8	chr7	15833241	15839678	6438	-
ENSMUSG00000041578	Crx	protein_coding	cone-rod homeobox	15	chr7	15865947	15879968	14022	-
ENSMUSG00000074365	Crxos	protein_coding	cone-rod homeobox, opposite strand	13	chr7	15882617	15904020	21404	+
ENSMUSG00000041571	Selenow	protein_coding	selenoprotein W	9	chr7	15917208	15922402	5195	-
ENSMUSG00000041560	Nop53	protein_coding	NOP53 ribosome biogenesis factor	12	chr7	15936183	15946074	9892	-
ENSMUSG00000074364	Ehd2	protein_coding	EH-domain containing 2	6	chr7	15946958	15967567	20610	-
ENSMUSG00000070808	Bicra	protein_coding	BRD4 interacting chromatin remodeling complex associated protein	4	chr7	15970672	16047921	77250	-
ENSMUSG00000109984	Gm38948	lncRNA	predicted gene, 38948	1	chr7	15971883	15984654	12772	+
ENSMUSG00000078796	Zfp541	protein_coding	zinc finger protein 541	4	chr7	16061814	16096334	34521	+
ENSMUSG00000006024	Napa	protein_coding	N-ethylmaleimide sensitive fusion protein attachment protein alpha	13	chr7	16098458	16117975	19518	+
ENSMUSG00000006021	Kptn	protein_coding	kaptin	5	chr7	16119895	16127516	7622	+
ENSMUSG00000030376	Slc8a2	protein_coding	solute carrier family 8 (sodium/calcium exchanger), member 2	8	chr7	16129826	16161063	31238	+
ENSMUSG00000041420	Meis3	protein_coding	Meis homeobox 3	18	chr7	16175090	16186504	11415	+
ENSMUSG00000006019	Dhx34	protein_coding	DEAH (Asp-Glu-Ala-His) box polypeptide 34	15	chr7	16197147	16222037	24891	-
ENSMUSG00000074361	C5ar2	protein_coding	complement component 5a receptor 2	11	chr7	16234585	16244154	9570	-
ENSMUSG00000049130	C5ar1	protein_coding	complement component 5a receptor 1	6	chr7	16246743	16259540	12798	-
ENSMUSG00000091811	Inafm1	protein_coding	InaF motif containing 1	2	chr7	16272013	16273617	1605	-
ENSMUSG00000041375	Ccdc9	protein_coding	coiled-coil domain containing 9	18	chr7	16274042	16286795	12754	-
ENSMUSG00000002083	Bbc3	protein_coding	BCL2 binding component 3	13	chr7	16308393	16318205	9813	+
ENSMUSG00000052833	Sae1	protein_coding	SUMO1 activating enzyme subunit 1	9	chr7	16320234	16387806	67573	-
ENSMUSG00000059273	Zc3h4	protein_coding	zinc finger CCCH-type containing 4	9	chr7	16400910	16437696	36787	+
ENSMUSG00000109781	Gm45509	lncRNA	predicted gene 45509	1	chr7	16406755	16407983	1229	-
ENSMUSG00000109647	Gm45510	lncRNA	predicted gene 45510	1	chr7	16413908	16416621	2714	-
ENSMUSG00000019158	Tmem160	protein_coding	transmembrane protein 160	9	chr7	16452779	16455494	2716	+
ENSMUSG00000001988	Npas1	protein_coding	neuronal PAS domain protein 1	9	chr7	16455721	16477728	22008	-
ENSMUSG00000058230	Arhgap35	protein_coding	Rho GTPase activating protein 35	12	chr7	16493719	16614993	121275	-
ENSMUSG00000100583	Gm29443	lncRNA	predicted gene 29443	6	chr7	16613824	16632643	18820	+
ENSMUSG00000101008	Gm29442	lncRNA	predicted gene 29442	1	chr7	16618627	16619832	1206	-
ENSMUSG00000078795	Ceacam15	protein_coding	carcinoembryonic antigen-related cell adhesion molecule 15	2	chr7	16671331	16675705	4375	-
ENSMUSG00000007209	Ceacam9	protein_coding	carcinoembryonic antigen-related cell adhesion molecule 9	4	chr7	16721929	16726132	4204	+
ENSMUSG00000008036	Ap2s1	protein_coding	adaptor-related protein complex 2, sigma 1 subunit	11	chr7	16738410	16749294	10885	+
ENSMUSG00000001918	Slc1a5	protein_coding	solute carrier family 1 (neutral amino acid transporter), member 5	17	chr7	16781340	16798274	16935	+
ENSMUSG00000048920	Fkrp	protein_coding	fukutin related protein	8	chr7	16809246	16816732	7487	-
ENSMUSG00000030374	Strn4	protein_coding	striatin, calmodulin binding protein 4	15	chr7	16815889	16840931	25043	+
ENSMUSG00000041187	Prkd2	protein_coding	protein kinase D2	16	chr7	16842902	16870464	27563	+
ENSMUSG00000097842	9330104G04Rik	lncRNA	RIKEN cDNA 9330104G04 gene	2	chr7	16871347	16874886	3540	-
ENSMUSG00000078794	Dact3	protein_coding	dishevelled-binding antagonist of beta-catenin 3	4	chr7	16875317	16887462	12146	+
ENSMUSG00000063594	Gng8	protein_coding	guanine nucleotide binding protein (G protein), gamma 8	5	chr7	16891786	16895436	3651	+
ENSMUSG00000043017	Ptgir	protein_coding	prostaglandin I receptor (IP)	9	chr7	16906490	16910905	4416	+
ENSMUSG00000019370	Calm3	protein_coding	calmodulin 3	10	chr7	16915379	16924114	8736	-
ENSMUSG00000070802	Pnmal2	protein_coding	PNMA-like 2	5	chr7	16944682	16948828	4147	+
ENSMUSG00000041141	Pnmal1	protein_coding	PNMA-like 1	7	chr7	16959679	16964607	4929	+
ENSMUSG00000108348	Gm42372	protein_coding	predicted gene, 42372	2	chr7	16983086	16988152	5067	+
ENSMUSG00000041117	Ccdc8	protein_coding	coiled-coil domain containing 8	8	chr7	16992708	16997516	4809	+
ENSMUSG00000003099	Ppp5c	protein_coding	protein phosphatase 5, catalytic subunit	11	chr7	17004640	17027924	23285	-
ENSMUSG00000004328	Hif3a	protein_coding	hypoxia inducible factor 3, alpha subunit	15	chr7	17031507	17062427	30921	-
ENSMUSG00000066760	Psg16	protein_coding	pregnancy specific glycoprotein 16	12	chr7	17074040	17133450	59411	+
ENSMUSG00000053228	Ceacam3	protein_coding	carcinoembryonic antigen-related cell adhesion molecule 3	12	chr7	17150282	17164253	13972	+
ENSMUSG00000023159	Psg29	protein_coding	pregnancy-specific glycoprotein 29	8	chr7	17203477	17215760	12284	+
ENSMUSG00000108782	Gm32772	lncRNA	predicted gene, 32772	1	chr7	17287678	17371627	83950	-
ENSMUSG00000108441	Gm32846	lncRNA	predicted gene, 32846	1	chr7	17392760	17424099	31340	-
ENSMUSG00000008789	Ceacam5	protein_coding	carcinoembryonic antigen-related cell adhesion molecule 5	10	chr7	17713238	17761132	47895	+
ENSMUSG00000023185	Ceacam14	protein_coding	carcinoembryonic antigen-related cell adhesion molecule 14	4	chr7	17812633	17815663	3031	+
ENSMUSG00000078793	Gm5155	protein_coding	predicted gene 5155	10	chr7	17871767	17919010	47244	+
ENSMUSG00000030368	Ceacam11	protein_coding	carcinoembryonic antigen-related cell adhesion molecule 11	10	chr7	17972124	17978556	6433	+
ENSMUSG00000057195	Ceacam13	protein_coding	carcinoembryonic antigen-related cell adhesion molecule 13	13	chr7	18009889	18019221	9333	+
ENSMUSG00000030366	Ceacam12	protein_coding	carcinoembryonic antigen-related cell adhesion molecule 12	10	chr7	18065929	18077986	12058	+
ENSMUSG00000108545	Gm44613	lncRNA	predicted gene 44613	1	chr7	18074016	18186952	112937	-
ENSMUSG00000066756	Igfl3	protein_coding	IGF-like family member 3	5	chr7	18176494	18181862	5369	+
ENSMUSG00000054005	Mill1	protein_coding	MHC I like leukocyte 1	4	chr7	18245347	18266092	20746	+
ENSMUSG00000003505	Psg18	protein_coding	pregnancy specific glycoprotein 18	15	chr7	18345422	18355009	9588	-
ENSMUSG00000030373	Psg28	protein_coding	pregnancy-specific glycoprotein 28	6	chr7	18422536	18432041	9506	-
ENSMUSG00000070799	Psg26	protein_coding	pregnancy-specific glycoprotein 26	4	chr7	18474582	18484177	9596	-
ENSMUSG00000070798	Psg25	protein_coding	pregnancy-specific glycoprotein 25	4	chr7	18519702	18532269	12568	-
ENSMUSG00000070797	Psg27	protein_coding	pregnancy-specific glycoprotein 27	4	chr7	18556514	18567305	10792	-
ENSMUSG00000074359	Psg23	protein_coding	pregnancy-specific glycoprotein 23	2	chr7	18606343	18616501	10159	-
ENSMUSG00000070796	Psg21	protein_coding	pregnancy-specific glycoprotein 21	11	chr7	18646736	18656725	9990	-
ENSMUSG00000063305	Psg20	protein_coding	pregnancy-specific glycoprotein 20	10	chr7	18674107	18686185	12079	-
ENSMUSG00000044903	Psg22	protein_coding	pregnancy-specific glycoprotein 22	15	chr7	18718090	18727248	9159	+
ENSMUSG00000004542	Psg19	protein_coding	pregnancy specific glycoprotein 19	15	chr7	18789567	18798520	8954	-
ENSMUSG00000004540	Psg17	protein_coding	pregnancy specific glycoprotein 17	7	chr7	18813937	18821607	7671	-
ENSMUSG00000040987	Mill2	protein_coding	MHC I like leukocyte 2	15	chr7	18839966	18865402	25437	+
ENSMUSG00000030413	Pglyrp1	protein_coding	peptidoglycan recognition protein 1	7	chr7	18871331	18890459	19129	+
ENSMUSG00000074358	Ccdc61	protein_coding	coiled-coil domain containing 61	9	chr7	18890883	18910415	19533	-
ENSMUSG00000030411	Nova2	protein_coding	neuro-oncological ventral antigen 2	16	chr7	18925888	18965319	39432	+
ENSMUSG00000051965	Nanos2	protein_coding	nanos C2HC-type zinc finger 2	8	chr7	18987400	18988962	1563	+
ENSMUSG00000108428	Gm45058	lncRNA	predicted gene 45058	1	chr7	18987559	18988324	766	-
ENSMUSG00000048481	Mypop	protein_coding	Myb-related transcription factor, partner of profilin	15	chr7	18991245	19001766	10522	+
ENSMUSG00000086533	Mypopos	lncRNA	Myb-related transcription factor, partner of profilin, opposite strand	2	chr7	18993234	19001222	7989	-
ENSMUSG00000044030	Irf2bp1	protein_coding	interferon regulatory factor 2 binding protein 1	4	chr7	19004044	19006777	2734	+
ENSMUSG00000040891	Foxa3	protein_coding	forkhead box A3	6	chr7	19013284	19023538	10255	-
ENSMUSG00000023118	Sympk	protein_coding	symplekin	15	chr7	19024377	19054618	30242	+
ENSMUSG00000040866	Rsph6a	protein_coding	radial spoke head 6 homolog A (Chlamydomonas)	13	chr7	19054690	19074447	19758	+
ENSMUSG00000030410	Dmwd	protein_coding	dystrophia myotonica-containing WD repeat motif	16	chr7	19076227	19082776	6550	+
ENSMUSG00000030409	Dmpk	protein_coding	dystrophia myotonica-protein kinase	16	chr7	19083849	19093821	9973	+
ENSMUSG00000040841	Six5	protein_coding	sine oculis-related homeobox 5	5	chr7	19094594	19098549	3956	+
ENSMUSG00000085601	Gm4969	protein_coding	predicted gene 4969	7	chr7	19099046	19118368	19323	-
ENSMUSG00000050428	Fbxo46	protein_coding	F-box protein 46	7	chr7	19119859	19140172	20314	+
ENSMUSG00000030407	Qpctl	protein_coding	glutaminyl-peptide cyclotransferase-like	2	chr7	19139702	19149291	9590	-
ENSMUSG00000040824	Snrpd2	protein_coding	small nuclear ribonucleoprotein D2	3	chr7	19149722	19153542	3821	+
ENSMUSG00000030406	Gipr	protein_coding	gastric inhibitory polypeptide receptor	7	chr7	19156061	19166127	10067	-
ENSMUSG00000040811	Eml2	protein_coding	echinoderm microtubule associated protein like 2	15	chr7	19176421	19206482	30062	+
ENSMUSG00000044317	Gpr4	protein_coding	G protein-coupled receptor 4	7	chr7	19212538	19224174	11637	+
ENSMUSG00000052214	Opa3	protein_coding	optic atrophy 3	9	chr7	19228334	19256543	28210	+
ENSMUSG00000030403	Vasp	protein_coding	vasodilator-stimulated phosphoprotein	9	chr7	19256929	19271817	14889	-
ENSMUSG00000089636	1700058P15Rik	lncRNA	RIKEN cDNA 1700058P15 gene	1	chr7	19258492	19259739	1248	+
ENSMUSG00000030402	Ppm1n	protein_coding	protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)	5	chr7	19276805	19280064	3260	-
ENSMUSG00000030401	Rtn2	protein_coding	reticulon 2 (Z-band associated protein)	16	chr7	19282624	19296160	13537	+
ENSMUSG00000097266	Gm26802	lncRNA	predicted gene, 26802	1	chr7	19298260	19300770	2511	-
ENSMUSG00000003545	Fosb	protein_coding	FBJ osteosarcoma oncogene B	3	chr7	19302696	19310051	7356	-
ENSMUSG00000108854	D830036C21Rik	lncRNA	RIKEN cDNA D830036C21 gene	1	chr7	19320117	19342515	22399	-
ENSMUSG00000109366	Gm44698	lncRNA	predicted gene 44698	1	chr7	19333129	19337655	4527	+
ENSMUSG00000003549	Ercc1	protein_coding	excision repair cross-complementing rodent repair deficiency, complementation group 1	9	chr7	19344778	19356524	11747	+
ENSMUSG00000047649	Cd3eap	protein_coding	CD3E antigen, epsilon polypeptide associated protein	9	chr7	19356014	19359483	3470	-
ENSMUSG00000040734	Ppp1r13l	protein_coding	protein phosphatase 1, regulatory subunit 13 like	14	chr7	19359749	19378533	18785	+
ENSMUSG00000030400	Ercc2	protein_coding	excision repair cross-complementing rodent repair deficiency, complementation group 2	17	chr7	19382010	19395694	13685	+
ENSMUSG00000097231	Gm26852	lncRNA	predicted gene, 26852	2	chr7	19382220	19392718	10499	-
ENSMUSG00000040714	Klc3	protein_coding	kinesin light chain 3	14	chr7	19394437	19404104	9668	-
