gene_id	gene_name	gene_type	gene_description	gene_version	seqnames	start	end	width	strand
ENSMUSG00000030541	Idh2	protein_coding	isocitrate dehydrogenase 2 (NADP+), mitochondrial	17	chr7	79744594	79765140	20547	-
ENSMUSG00000108757	Gm45202	lncRNA	predicted gene 45202	2	chr7	79804917	79806519	1603	+
ENSMUSG00000030539	Sema4b	protein_coding	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	14	chr7	79836589	79876275	39687	+
ENSMUSG00000030538	Cib1	protein_coding	calcium and integrin binding 1 (calmyrin)	16	chr7	79876895	79882561	5667	-
ENSMUSG00000050973	Gdpgp1	protein_coding	GDP-D-glucose phosphorylase 1	12	chr7	79882613	79891809	9197	+
ENSMUSG00000045467	Ttll13	protein_coding	tubulin tyrosine ligase-like family, member 13	14	chr7	79896124	79910569	14446	+
ENSMUSG00000047084	Ngrn	protein_coding	neugrin, neurite outgrowth associated	9	chr7	79910963	79915122	4160	+
ENSMUSG00000030534	Vps33b	protein_coding	vacuolar protein sorting 33B	14	chr7	79919397	79941502	22106	+
ENSMUSG00000038930	Rccd1	protein_coding	RCC1 domain containing 1	12	chr7	79942977	79974202	31226	-
ENSMUSG00000038943	Prc1	protein_coding	protein regulator of cytokinesis 1	17	chr7	79944198	79966007	21810	+
ENSMUSG00000030533	Unc45a	protein_coding	unc-45 myosin chaperone A	17	chr7	79975040	79997741	22702	-
ENSMUSG00000030532	Hddc3	protein_coding	HD domain containing 3	7	chr7	79992852	80000295	7444	+
ENSMUSG00000038886	Man2a2	protein_coding	mannosidase 2, alpha 2	11	chr7	79998845	80021123	22279	-
ENSMUSG00000053158	Fes	protein_coding	feline sarcoma oncogene	11	chr7	80027504	80037694	10191	-
ENSMUSG00000030530	Furin	protein_coding	furin (paired basic amino acid cleaving enzyme)	16	chr7	80038333	80055184	16852	-
ENSMUSG00000108436	Gm44851	lncRNA	predicted gene 44851	2	chr7	80054017	80056325	2309	+
ENSMUSG00000030528	Blm	protein_coding	Bloom syndrome, RecQ like helicase	13	chr7	80104481	80184867	80387	-
ENSMUSG00000030527	Crtc3	protein_coding	CREB regulated transcription coactivator 3	16	chr7	80236375	80338625	102251	-
ENSMUSG00000084821	Gm15880	lncRNA	predicted gene 15880	2	chr7	80285765	80294132	8368	+
ENSMUSG00000030536	Iqgap1	protein_coding	IQ motif containing GTPase activating protein 1	11	chr7	80361331	80475722	114392	-
ENSMUSG00000108321	Gm44649	lncRNA	predicted gene 44649	2	chr7	80401570	80408360	6791	+
ENSMUSG00000038797	Zscan2	protein_coding	zinc finger and SCAN domain containing 2	14	chr7	80510668	80526285	15618	+
ENSMUSG00000025722	Wdr73	protein_coding	WD repeat domain 73	17	chr7	80540471	80551017	10547	-
ENSMUSG00000025723	Nmb	protein_coding	neuromedin B	13	chr7	80551975	80554824	2850	-
ENSMUSG00000025724	Sec11a	protein_coding	SEC11 homolog A, signal peptidase complex subunit	13	chr7	80554637	80597528	42892	-
ENSMUSG00000109008	Gm44899	lncRNA	predicted gene 44899	3	chr7	80630594	80643163	12570	-
ENSMUSG00000005621	Zfp592	protein_coding	zinc finger protein 592	12	chr7	80643429	80694912	51484	+
ENSMUSG00000038763	Alpk3	protein_coding	alpha-kinase 3	13	chr7	80707348	80755360	48013	+
ENSMUSG00000085194	Platr32	lncRNA	pluripotency associated transcript 32	2	chr7	80708861	80716055	7195	+
ENSMUSG00000025726	Slc28a1	protein_coding	solute carrier family 28 (sodium-coupled nucleoside transporter), member 1	12	chr7	80764547	80820164	55618	+
ENSMUSG00000109323	Gm44968	lncRNA	predicted gene 44968	2	chr7	80854758	80860624	5867	+
ENSMUSG00000025584	Pde8a	protein_coding	phosphodiesterase 8A	18	chr7	80863344	80984281	120938	+
ENSMUSG00000061787	Rps17	protein_coding	ribosomal protein S17	16	chr7	80992480	80995002	2523	-
ENSMUSG00000025586	Cpeb1	protein_coding	cytoplasmic polyadenylation element binding protein 1	18	chr7	80996774	81105213	108440	-
ENSMUSG00000062444	Ap3b2	protein_coding	adaptor-related protein complex 3, beta 2 subunit	16	chr7	81110147	81143673	33527	-
ENSMUSG00000061877	BC048679	protein_coding	cDNA sequence BC048679	14	chr7	81144023	81148029	4007	-
ENSMUSG00000097277	2900076A07Rik	lncRNA	RIKEN cDNA 2900076A07 gene	9	chr7	81173264	81181254	7991	+
ENSMUSG00000038663	Fsd2	protein_coding	fibronectin type III and SPRY domain containing 2	8	chr7	81183056	81216692	33637	-
ENSMUSG00000045795	Whamm	protein_coding	WAS protein homolog associated with actin, golgi membranes and microtubules	11	chr7	81221014	81246584	25571	+
ENSMUSG00000025813	Homer2	protein_coding	homer scaffolding protein 2	15	chr7	81250229	81357275	107047	-
ENSMUSG00000109194	Gm44570	lncRNA	predicted gene 44570	2	chr7	81259857	81263914	4058	+
ENSMUSG00000038646	Ramac	protein_coding	RNA guanine-7 methyltransferase activating subunit	14	chr7	81412673	81419239	6567	+
ENSMUSG00000025102	3110040N11Rik	protein_coding	RIKEN cDNA 3110040N11 gene	15	chr7	81431930	81439226	7297	-
ENSMUSG00000109485	Gm45016	lncRNA	predicted gene 45016	2	chr7	81439225	81444433	5209	+
ENSMUSG00000025103	Btbd1	protein_coding	BTB (POZ) domain containing 1	9	chr7	81441822	81479179	37358	-
ENSMUSG00000120034	Gm32695	lncRNA	predicted gene, 32695	1	chr7	81492979	81498809	5831	+
ENSMUSG00000038623	Tm6sf1	protein_coding	transmembrane 6 superfamily member 1	10	chr7	81508749	81534182	25434	+
ENSMUSG00000109110	Gm45014	lncRNA	predicted gene 45014	2	chr7	81510041	81512275	2235	-
ENSMUSG00000025104	Hdgfl3	protein_coding	HDGF like 3	14	chr7	81530999	81584221	53223	-
ENSMUSG00000025105	Bnc1	protein_coding	basonuclin 1	11	chr7	81616401	81642055	25655	-
ENSMUSG00000109145	Gm20744	lncRNA	predicted gene, 20744	2	chr7	81720135	81731506	11372	+
ENSMUSG00000108987	Gm45056	lncRNA	predicted gene 45056	2	chr7	81765514	81770180	4667	-
ENSMUSG00000108868	Gm32850	lncRNA	predicted gene, 32850	2	chr7	81769801	81811467	41667	+
ENSMUSG00000108845	Gm45090	lncRNA	predicted gene 45090	2	chr7	81805625	81806772	1148	-
ENSMUSG00000030638	Sh3gl3	protein_coding	SH3-domain GRB2-like 3	14	chr7	81823588	81956627	133040	+
ENSMUSG00000070469	Adamtsl3	protein_coding	ADAMTS-like 3	13	chr7	81984902	82263658	278757	+
ENSMUSG00000038570	Saxo2	protein_coding	stabilizer of axonemal microtubules 2	16	chr7	82282168	82297736	15569	-
ENSMUSG00000038563	Efl1	protein_coding	elongation factor like GTPase 1	15	chr7	82297822	82427060	129239	+
ENSMUSG00000086690	4933406J10Rik	lncRNA	RIKEN cDNA 4933406J10 gene	2	chr7	82392576	82404852	12277	-
ENSMUSG00000030636	1700010L04Rik	lncRNA	RIKEN cDNA 1700010L04 gene	16	chr7	82500807	82509057	8251	+
ENSMUSG00000109383	Gm36584	lncRNA	predicted gene, 36584	2	chr7	82501706	82516282	14577	-
ENSMUSG00000120123	Gm57194	lncRNA	predicted gene, 57194	1	chr7	82515570	82516167	598	+
ENSMUSG00000057706	Mex3b	protein_coding	mex3 RNA binding family member B	8	chr7	82516541	82520723	4183	+
ENSMUSG00000109106	4933430H16Rik	lncRNA	RIKEN cDNA 4933430H16 gene	2	chr7	82587144	82589896	2753	-
ENSMUSG00000053528	A530021J07Rik	lncRNA	Riken cDNA A530021J07 gene	7	chr7	82710991	82828637	117647	+
ENSMUSG00000108861	5930435M05Rik	lncRNA	RIKEN cDNA 5930435M05 gene	2	chr7	82827778	82850794	23017	-
ENSMUSG00000109506	Gm44724	lncRNA	predicted gene 44724	2	chr7	82976946	83018637	41692	-
ENSMUSG00000109042	Gm44991	lncRNA	predicted gene 44991	2	chr7	83120916	83134682	13767	+
ENSMUSG00000094841	Gm10610	lncRNA	predicted gene 10610	3	chr7	83185400	83199466	14067	-
ENSMUSG00000038540	Tmc3	protein_coding	transmembrane channel-like gene family 3	15	chr7	83234135	83274822	40688	+
ENSMUSG00000087088	Gm16638	lncRNA	predicted gene, 16638	4	chr7	83246169	83281088	34920	-
ENSMUSG00000046027	Stard5	protein_coding	StAR-related lipid transfer (START) domain containing 5	18	chr7	83281167	83302335	21169	+
ENSMUSG00000001741	Il16	protein_coding	interleukin 16	13	chr7	83292033	83394934	102902	-
ENSMUSG00000085080	2310044K18Rik	lncRNA	RIKEN cDNA 2310044K18 gene	2	chr7	83308783	83310171	1389	+
ENSMUSG00000011154	Cfap161	protein_coding	cilia and flagella associated protein 161	18	chr7	83423309	83444088	20780	-
ENSMUSG00000109248	Gm44993	lncRNA	predicted gene 44993	2	chr7	83449630	83483807	34178	-
ENSMUSG00000109450	Gm39043	lncRNA	predicted gene, 39043	2	chr7	83463915	83487553	23639	+
ENSMUSG00000070462	Tlnrd1	protein_coding	talin rod domain containing 1	5	chr7	83529081	83533513	4433	-
ENSMUSG00000038503	Mesd	protein_coding	mesoderm development LRP chaperone	16	chr7	83533674	83550740	17067	+
ENSMUSG00000052353	Cemip	protein_coding	cell migration inducing protein, hyaluronan binding	14	chr7	83582065	83735710	153646	-
ENSMUSG00000038459	Abhd17c	protein_coding	abhydrolase domain containing 17C	11	chr7	83758564	83801101	42538	-
ENSMUSG00000097016	Gm26708	lncRNA	predicted gene, 26708	3	chr7	83801348	83844323	42976	+
ENSMUSG00000109091	Gm44827	lncRNA	predicted gene 44827	2	chr7	83876037	83882127	6091	-
ENSMUSG00000015709	Arnt2	protein_coding	aryl hydrocarbon receptor nuclear translocator 2	10	chr7	83895486	84059384	163899	-
ENSMUSG00000109341	Gm30873	lncRNA	predicted gene, 30873	2	chr7	83987303	83997077	9775	+
ENSMUSG00000108864	Gm44933	lncRNA	predicted gene 44933	2	chr7	84085201	84088434	3234	-
ENSMUSG00000109347	Gm45175	lncRNA	predicted gene 45175	2	chr7	84092039	84093759	1721	-
ENSMUSG00000097789	Ctxnd1	protein_coding	cortexin domain containing 1	3	chr7	84178162	84232739	54578	+
ENSMUSG00000030630	Fah	protein_coding	fumarylacetoacetate hydrolase	17	chr7	84234367	84255930	21564	-
ENSMUSG00000030629	Zfand6	protein_coding	zinc finger, AN1-type domain 6	16	chr7	84262974	84339167	76194	-
ENSMUSG00000085236	2610206C17Rik	lncRNA	RIKEN cDNA 2610206C17 gene	4	chr7	84338848	84428261	89414	+
ENSMUSG00000070460	Or5ae2	protein_coding	olfactory receptor family 5 subfamily AE member 2	8	chr7	84502761	84508820	6060	+
ENSMUSG00000070459	Or5ae1	protein_coding	olfactory receptor family 5 subfamily AE member 1	7	chr7	84562283	84570069	7787	+
ENSMUSG00000116179	Or5ae1	protein_coding	olfactory receptor family 5 subfamily AE member 1	2	chr7	84564989	84565936	948	+
ENSMUSG00000066372	Vmn2r65	protein_coding	vomeronasal 2, receptor 65	7	chr7	84584773	84613323	28551	-
ENSMUSG00000094950	Vmn2r66	protein_coding	vomeronasal 2, receptor 66	3	chr7	84634574	84661476	26903	-
ENSMUSG00000095664	Vmn2r67	protein_coding	vomeronasal 2, receptor 67	3	chr7	84776175	84805206	29032	-
ENSMUSG00000096861	Vmn2r68	protein_coding	vomeronasal 2, receptor 68	3	chr7	84870346	84886991	16646	-
ENSMUSG00000091006	Vmn2r69	protein_coding	vomeronasal 2, receptor 69	4	chr7	85043034	85065128	22095	-
ENSMUSG00000090806	Vmn2r70	protein_coding	vomeronasal 2, receptor 70	4	chr7	85197615	85218400	20786	-
ENSMUSG00000091205	Vmn2r71	protein_coding	vomeronasal 2, receptor 71	4	chr7	85212295	85273888	61594	+
ENSMUSG00000051877	Vmn2r72	protein_coding	vomeronasal 2, receptor 72	10	chr7	85385148	85404305	19158	-
ENSMUSG00000070458	Vmn2r73	protein_coding	vomeronasal 2, receptor 73	6	chr7	85499881	85525474	25594	-
ENSMUSG00000090774	Vmn2r74	protein_coding	vomeronasal 2, receptor 74	3	chr7	85593822	85610837	17016	-
ENSMUSG00000090436	Vmn2r75	protein_coding	vomeronasal 2, receptor 75	3	chr7	85794494	85820986	26493	-
ENSMUSG00000091239	Vmn2r76	protein_coding	vomeronasal 2, receptor 76	4	chr7	85851232	85895516	44285	-
ENSMUSG00000057540	Or14c46	protein_coding	olfactory receptor family 14 subfamily C member 46	4	chr7	85917695	85926380	8686	-
ENSMUSG00000054054	Or13g1	protein_coding	olfactory receptor family 13 subfamily G member 1	4	chr7	85953682	85962916	9235	-
ENSMUSG00000054498	Or6f1	protein_coding	olfactory receptor family 6 subfamily F member 1	7	chr7	85967426	85974838	7413	-
ENSMUSG00000055610	Or14a260	protein_coding	olfactory receptor family 14 subfamily A member 260	6	chr7	85981384	85986794	5411	-
ENSMUSG00000055571	Or14a259	protein_coding	olfactory receptor family 14 subfamily A member 259	5	chr7	86010062	86016136	6075	-
ENSMUSG00000062426	Or14a258	protein_coding	olfactory receptor family 14 subfamily A member 258	3	chr7	86034865	86035866	1002	-
ENSMUSG00000039608	Or6aa1	protein_coding	olfactory receptor family 6 subfamily AA member 1	7	chr7	86041018	86046997	5980	-
ENSMUSG00000061549	Or14c44	protein_coding	olfactory receptor family 14 subfamily C member 44	7	chr7	86053054	86063232	10179	+
ENSMUSG00000092401	Or14n1-ps1	protein_coding	olfactory receptor family 14 subfamily N member 1, pseudogene 1 	4	chr7	86085121	86094466	9346	+
ENSMUSG00000020168	Or14c43	protein_coding	olfactory receptor family 14 subfamily C member 43	6	chr7	86109129	86118765	9637	+
ENSMUSG00000062878	Or14a257	protein_coding	olfactory receptor family 14 subfamily A member 257	4	chr7	86135530	86141692	6163	-
ENSMUSG00000057067	Or14c45	protein_coding	olfactory receptor family 14 subfamily C member 45	5	chr7	86169176	86177705	8530	+
ENSMUSG00000092372	Or14c42-ps1	protein_coding	olfactory receptor family 14 subfamily C member 42, pseudogene 1	4	chr7	86208686	86211886	3201	+
ENSMUSG00000059319	Or14c41	protein_coding	olfactory receptor family 14 subfamily C member 41	4	chr7	86233070	86240336	7267	+
ENSMUSG00000062042	Or14a256	protein_coding	olfactory receptor family 14 subfamily A member 256	2	chr7	86264844	86265851	1008	-
ENSMUSG00000063394	Or14c40	protein_coding	olfactory receptor family 14 subfamily C member 40	4	chr7	86298269	86315253	16985	+
ENSMUSG00000060688	Or14c39	protein_coding	olfactory receptor family 14 subfamily C member 39	5	chr7	86337538	86346715	9178	+
ENSMUSG00000001773	Folh1	protein_coding	folate hydrolase 1	15	chr7	86368185	86425151	56967	-
ENSMUSG00000090949	Vmn2r77	protein_coding	vomeronasal 2, receptor 77	3	chr7	86444235	86464348	20114	+
ENSMUSG00000121335	ENSMUSG00000121335	lncRNA		1	chr7	86508534	86534948	26415	+
ENSMUSG00000091962	Vmn2r78	protein_coding	vomeronasal 2, receptor 78	4	chr7	86564302	86604520	40219	+
ENSMUSG00000090362	Vmn2r79	protein_coding	vomeronasal 2, receptor 79	3	chr7	86645323	86694149	48827	+
ENSMUSG00000030562	Nox4	protein_coding	NADPH oxidase 4	18	chr7	86895304	87047918	152615	+
ENSMUSG00000004651	Tyr	protein_coding	tyrosinase	7	chr7	87073979	87142720	68742	-
ENSMUSG00000049583	Grm5	protein_coding	glutamate receptor, metabotropic 5	16	chr7	87233376	87784115	550740	+
ENSMUSG00000030560	Ctsc	protein_coding	cathepsin C	18	chr7	87927293	87960096	32804	+
ENSMUSG00000109244	Gm44751	lncRNA	predicted gene 44751	2	chr7	87960686	87965072	4387	+
ENSMUSG00000030559	Rab38	protein_coding	RAB38, member RAS oncogene family	9	chr7	88079481	88140780	61300	+
ENSMUSG00000109278	Gm45144	lncRNA	predicted gene 45144	2	chr7	88502251	88514100	11850	-
ENSMUSG00000039428	Tmem135	protein_coding	transmembrane protein 135	12	chr7	88788922	89053430	264509	-
ENSMUSG00000109327	Gm44995	lncRNA	predicted gene 44995	2	chr7	88987578	88995496	7919	+
ENSMUSG00000049791	Fzd4	protein_coding	frizzled class receptor 4	5	chr7	89053563	89062342	8780	+
ENSMUSG00000109311	AI314278	lncRNA	expressed sequence AI314278	2	chr7	89075514	89091136	15623	+
ENSMUSG00000039405	Prss23	protein_coding	protease, serine 23	8	chr7	89156991	89176395	19405	-
ENSMUSG00000030623	Prss23os	lncRNA	protease, serine 23, opposite strand	5	chr7	89159215	89161081	1867	+
ENSMUSG00000108875	Gm45064	lncRNA	predicted gene 45064	2	chr7	89201574	89217287	15714	+
ENSMUSG00000092071	A230065N10Rik	lncRNA	RIKEN cDNA A230065N10 gene	2	chr7	89281305	89282332	1028	-
ENSMUSG00000030621	Me3	protein_coding	malic enzyme 3, NADP(+)-dependent, mitochondrial	18	chr7	89281600	89503567	221968	+
ENSMUSG00000039391	Ccdc81	protein_coding	coiled-coil domain containing 81	12	chr7	89515356	89552837	37482	-
ENSMUSG00000062797	Hikeshi	protein_coding	heat shock protein nuclear import factor	15	chr7	89566737	89590412	23676	-
ENSMUSG00000030619	Eed	protein_coding	embryonic ectoderm development	11	chr7	89603862	89630191	26330	-
ENSMUSG00000097585	E230029C05Rik	lncRNA	RIKEN cDNA E230029C05 gene	4	chr7	89629906	89717979	88074	+
ENSMUSG00000121051	Gm57222	lncRNA	predicted gene, 57222	1	chr7	89679253	89679586	334	+
ENSMUSG00000120977	Gm32164	lncRNA	predicted gene, 32164	1	chr7	89693384	89696264	2881	-
ENSMUSG00000097162	2310010J17Rik	lncRNA	RIKEN cDNA 2310010J17 gene	4	chr7	89773381	89779246	5866	-
ENSMUSG00000120734	Gm57211	lncRNA	predicted gene, 57211	1	chr7	89778701	89779087	387	+
ENSMUSG00000039361	Picalm	protein_coding	phosphatidylinositol binding clathrin assembly protein	12	chr7	89779421	89862673	83253	+
ENSMUSG00000030617	Ccdc83	protein_coding	coiled-coil domain containing 83	14	chr7	89873081	89914985	41905	-
ENSMUSG00000030616	Sytl2	protein_coding	synaptotagmin-like 2	17	chr7	89951460	90059927	108468	+
ENSMUSG00000044362	Ccdc89	protein_coding	coiled-coil domain containing 89	9	chr7	90075785	90077877	2093	+
ENSMUSG00000051451	Crebzf	protein_coding	CREB/ATF bZIP transcription factor	7	chr7	90091937	90097202	5266	+
ENSMUSG00000030615	Tmem126a	protein_coding	transmembrane protein 126A	13	chr7	90099908	90106437	6530	-
ENSMUSG00000030614	Tmem126b	protein_coding	transmembrane protein 126B	9	chr7	90116646	90125209	8564	-
ENSMUSG00000052572	Dlg2	protein_coding	discs large MAGUK scaffold protein 2	20	chr7	90125880	92098455	1972576	+
ENSMUSG00000109125	Gm45159	lncRNA	predicted gene 45159	2	chr7	90536280	90589260	52981	+
ENSMUSG00000109382	4930567K12Rik	lncRNA	RIKEN cDNA 4930567K12 gene	2	chr7	91741414	91768719	27306	-
ENSMUSG00000030613	Ccdc90b	protein_coding	coiled-coil domain containing 90B	14	chr7	92210357	92231502	21146	+
ENSMUSG00000041343	Ankrd42	protein_coding	ankyrin repeat domain 42	20	chr7	92230931	92286350	55420	-
ENSMUSG00000098066	Gm26944	lncRNA	predicted gene, 26944	3	chr7	92288947	92296650	7704	+
ENSMUSG00000041328	Pcf11	protein_coding	PCF11 cleavage and polyadenylation factor subunit	17	chr7	92292751	92319142	26392	-
ENSMUSG00000098041	Gm26981	lncRNA	predicted gene, 26981	2	chr7	92379048	92382956	3909	+
ENSMUSG00000074024	4632427E13Rik	lncRNA	RIKEN cDNA 4632427E13 gene	7	chr7	92383374	92390718	7345	-
ENSMUSG00000030643	Rab30	protein_coding	RAB30, member RAS oncogene family	15	chr7	92390811	92493743	102933	+
ENSMUSG00000030641	Ddias	protein_coding	DNA damage-induced apoptosis suppressor	11	chr7	92506733	92523455	16723	-
ENSMUSG00000061119	Prcp	protein_coding	prolylcarboxypeptidase (angiotensinase C)	8	chr7	92523678	92583791	60114	+
ENSMUSG00000121498	ENSMUSG00000121498	lncRNA		1	chr7	92631260	92650026	18767	+
ENSMUSG00000097644	Gm26862	lncRNA	predicted gene, 26862	2	chr7	92656190	92753996	97807	+
ENSMUSG00000054061	Gm9934	lncRNA	predicted gene 9934	10	chr7	92701289	92730234	28946	-
ENSMUSG00000051515	Fam181b	protein_coding	family with sequence similarity 181, member B	12	chr7	92729073	92731074	2002	+
ENSMUSG00000109175	Gm44947	lncRNA	predicted gene 44947	2	chr7	92939907	92973157	33251	-
ENSMUSG00000109315	Gm45037	lncRNA	predicted gene 45037	2	chr7	93010885	93030071	19187	+
ENSMUSG00000108532	Gm32647	lncRNA	predicted gene, 32647	2	chr7	93691898	94358378	666481	+
ENSMUSG00000108315	Gm44601	lncRNA	predicted gene 44601	2	chr7	94018190	94021779	3590	-
ENSMUSG00000048078	Tenm4	protein_coding	teneurin transmembrane protein 4	17	chr7	95820453	96560300	739848	+
ENSMUSG00000085751	Gm15412	lncRNA	predicted gene 15412	2	chr7	95988690	95991171	2482	-
ENSMUSG00000085792	Gm15414	lncRNA	predicted gene 15414	3	chr7	96245859	96278276	32418	-
ENSMUSG00000053049	Gm15413	lncRNA	predicted gene 15413	4	chr7	96440640	96450756	10117	-
ENSMUSG00000085443	Gm15416	lncRNA	predicted gene 15416	2	chr7	96461640	96466692	5053	-
ENSMUSG00000108635	Gm44633	lncRNA	predicted gene 44633	2	chr7	96463076	96467513	4438	-
ENSMUSG00000085560	C230038L03Rik	lncRNA	RIKEN cDNA C230038L03 gene	3	chr7	96556033	96601093	45061	-
ENSMUSG00000018995	Nars2	protein_coding	asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)	13	chr7	96600712	96713965	113254	+
ENSMUSG00000004508	Gab2	protein_coding	growth factor receptor bound protein 2-associated protein 2	7	chr7	96730793	96958153	227361	+
ENSMUSG00000035713	Usp35	protein_coding	ubiquitin specific peptidase 35	16	chr7	96958587	96981227	22641	-
ENSMUSG00000044952	Kctd21	protein_coding	potassium channel tetramerisation domain containing 21	6	chr7	96981534	96999420	17887	+
ENSMUSG00000035704	Alg8	protein_coding	asparagine-linked glycosylation 8 (alpha-1,3-glucosyltransferase)	18	chr7	97020813	97041392	20580	+
ENSMUSG00000030647	Ndufc2	protein_coding	NADH:ubiquinone oxidoreductase subunit C2	9	chr7	97049210	97057009	7800	+
ENSMUSG00000035686	Thrsp	protein_coding	thyroid hormone responsive	9	chr7	97062145	97066937	4793	-
ENSMUSG00000051727	Kctd14	protein_coding	potassium channel tetramerisation domain containing 14	15	chr7	97100530	97108764	8235	+
ENSMUSG00000025133	Ints4	protein_coding	integrator complex subunit 4	10	chr7	97130163	97190602	60440	+
ENSMUSG00000035642	Aamdc	protein_coding	adipogenesis associated Mth938 domain containing	17	chr7	97199538	97228704	29167	-
ENSMUSG00000035623	Rsf1	protein_coding	remodeling and spacing factor 1	15	chr7	97229096	97341985	112890	+
ENSMUSG00000086433	Rsf1os1	lncRNA	remodeling and spacing factor 1, opposite strand 1	2	chr7	97247556	97294319	46764	-
ENSMUSG00000086993	Rsf1os2	lncRNA	remodeling and spacing factor 1, opposite strand 2	2	chr7	97299217	97346035	46819	-
ENSMUSG00000025439	Clns1a	protein_coding	chloride channel, nucleotide-sensitive, 1A	6	chr7	97345841	97370003	24163	+
ENSMUSG00000042797	Aqp11	protein_coding	aquaporin 11	10	chr7	97373213	97387496	14284	-
ENSMUSG00000030774	Pak1	protein_coding	p21 (RAC1) activated kinase 1	14	chr7	97437748	97561588	123841	+
ENSMUSG00000035582	Gdpd4	protein_coding	glycerophosphodiester phosphodiesterase domain containing 4	14	chr7	97569162	97698870	129709	+
ENSMUSG00000030761	Myo7a	protein_coding	myosin VIIA	17	chr7	97700267	97768731	68465	-
ENSMUSG00000035547	Capn5	protein_coding	calpain 5	15	chr7	97770766	97827481	56716	-
ENSMUSG00000074006	Omp	protein_coding	olfactory marker protein	4	chr7	97792566	97794709	2144	-
ENSMUSG00000097749	Gm16938	lncRNA	predicted gene, 16938	3	chr7	97826401	97828608	2208	+
ENSMUSG00000074004	B3gnt6	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)	4	chr7	97841624	97848688	7065	-
ENSMUSG00000030760	Acer3	protein_coding	alkaline ceramidase 3	15	chr7	97855596	97970415	114820	-
ENSMUSG00000049580	Tsku	protein_coding	tsukushi, small leucine rich proteoglycan	13	chr7	97999875	98010535	10661	-
ENSMUSG00000108449	Gm44507	lncRNA	predicted gene 44507	3	chr7	98016206	98064831	48626	-
ENSMUSG00000074003	Gucy2d	protein_coding	guanylate cyclase 2d	5	chr7	98089623	98126686	37064	+
ENSMUSG00000090958	Lrrc32	protein_coding	leucine rich repeat containing 32	3	chr7	98138490	98151388	12899	+
ENSMUSG00000055446	A630091E08Rik	lncRNA	RIKEN cDNA A630091E08 gene	6	chr7	98192527	98212197	19671	-
ENSMUSG00000035401	Emsy	protein_coding	EMSY, BRCA2-interacting transcriptional repressor	10	chr7	98236344	98305990	69647	-
ENSMUSG00000120382	4930558N01Rik	lncRNA	RIKEN cDNA 4930558N01 gene	1	chr7	98306100	98307158	1059	+
ENSMUSG00000030753	Thap12	protein_coding	THAP domain containing 12	16	chr7	98352310	98367269	14960	+
ENSMUSG00000109149	Gm19656	lncRNA	predicted gene, 19656	2	chr7	98369264	98377967	8704	-
ENSMUSG00000108988	Gm44934	lncRNA	predicted gene 44934	2	chr7	98383954	98384288	335	-
ENSMUSG00000015957	Wnt11	protein_coding	wingless-type MMTV integration site family, member 11	13	chr7	98484319	98504402	20084	+
ENSMUSG00000035354	Uvrag	protein_coding	UV radiation resistance associated gene	10	chr7	98534228	98790348	256121	-
ENSMUSG00000109282	Gm45188	lncRNA	predicted gene 45188	2	chr7	98545137	98548752	3616	+
ENSMUSG00000109130	Gm45187	lncRNA	predicted gene 45187	2	chr7	98553475	98557262	3788	+
ENSMUSG00000030747	Dgat2	protein_coding	diacylglycerol O-acyltransferase 2	6	chr7	98802865	98831926	29062	-
ENSMUSG00000109052	Gm45012	lncRNA	predicted gene 45012	2	chr7	98851573	98876287	24715	+
ENSMUSG00000052396	Mogat2	protein_coding	monoacylglycerol O-acyltransferase 2	8	chr7	98868291	98887826	19536	-
ENSMUSG00000097015	Gm26705	lncRNA	predicted gene, 26705	3	chr7	98909688	98916425	6738	-
ENSMUSG00000055407	Map6	protein_coding	microtubule-associated protein 6	15	chr7	98916654	98986344	69691	+
ENSMUSG00000109460	Gm45591	lncRNA	predicted gene 45591	2	chr7	98970407	98971662	1256	+
ENSMUSG00000070436	Serpinh1	protein_coding	serine (or cysteine) peptidase inhibitor, clade H, member 1	13	chr7	98994583	99002446	7864	-
ENSMUSG00000121235	Gm57252	lncRNA	predicted gene, 57252	1	chr7	99030140	99031543	1404	-
ENSMUSG00000035314	Gdpd5	protein_coding	glycerophosphodiester phosphodiesterase domain containing 5	11	chr7	99030621	99111084	80464	+
ENSMUSG00000035298	Klhl35	protein_coding	kelch-like 35	9	chr7	99115211	99123229	8019	+
ENSMUSG00000030744	Rps3	protein_coding	ribosomal protein S3	14	chr7	99127103	99132945	5843	-
ENSMUSG00000018909	Arrb1	protein_coding	arrestin, beta 1	16	chr7	99184673	99255978	71306	+
ENSMUSG00000096606	Tpbgl	protein_coding	trophoblast glycoprotein-like	3	chr7	99273289	99276310	3022	-
ENSMUSG00000097974	Gm10605	lncRNA	predicted gene 10605	3	chr7	99275143	99280918	5776	+
ENSMUSG00000030737	Slco2b1	protein_coding	solute carrier organic anion transporter family, member 2b1	18	chr7	99307011	99360547	53537	-
ENSMUSG00000085095	Gm15635	lncRNA	predicted gene 15635	3	chr7	99309337	99316707	7371	+
ENSMUSG00000109559	Gm34280	lncRNA	predicted gene, 34280	2	chr7	99343504	99361984	18481	+
